Study,Observation,Title1,Journal1,Year1,Title2,Journal2,Year2,Title3,Journal3,Year3,Category,Country,Latitude,Longitude,Elevation,MAT,MAP,AI,AI_type,Clay,Sand,Silt,SOC,TN,CN,pH,Biomes,Sample_depth,Depth,Type,Duration,Duration_type,Magnitude,Magnitude_type,N_C,N_T,Microbical_types,Richness_RR,Richness_RR_var,Shannon_RR,Shannon_RR_var,SWC_RR,SWC_RR_var,pH_RR,pH_RR_var,ST_RR,ST_RR_var,SOC_RR,SOC_RR_var,DOC_RR,DOC_RR_var,NH4N_RR,NH4N_RR_var,CN_RR,CN_RR_var,MBC_RR,MBC_RR_var,MBN_RR,MBN_RR_var,Beta_RR,Beta_RR_var,Comp_RR,Comp_RR_var,Method
3,18,Differential responses of soil bacteria and fungi to altered precipitation in a meadow steppe,GEODERMA,2021,"Microbial network structure, not plant and microbial community diversity, regulates multifunctionality under increased precipitation in a cold steppe",FRONTIERS IN MICROBIOLOGY,2024,The Responses and Mechanisms of Ecosystem Carbon Cycle to Precipitation Variation in Songnen Leymus chinensis Meadow PhD thesis,Northeast Normal University,2022,Field,China,44.7,123.76,155,6.3,430,0.33,Dryland,20,53.1,26.9,5.52,0.83,6.65060241,9.63,Grassland,0_10,A,P+,1,A,50,C,4,4,Bacteria,-0.084780139,2.23620966212964e-06,-0.044850566,0.000691717295516157,0.193904987,0.00112354932338809,-0.013591427,0.00104223174076577,0.010854005,0.000487201290347264,0.183226944,0.0138790171293456,-0.114875335,0.000346053158740341,,,,,-0.803840342,0.00111677199996445,,,,,,,
3,19,Differential responses of soil bacteria and fungi to altered precipitation in a meadow steppe,GEODERMA,2021,Soil Microbial Responses to Precipitation and its Regulation of the Nitrogen Cycle in Songnen Meadow Steppe PhD thesis,Northeast Normal University,2020,The Responses and Mechanisms of Ecosystem Carbon Cycle to Precipitation Variation in Songnen Leymus chinensis Meadow PhD thesis,Northeast Normal University,2022,Field,China,44.7,123.76,155,6.3,430,0.33,Dryland,20,53.1,26.9,5.52,0.83,6.65060241,9.63,Grassland,0_10,A,P-,1,A,30,B,4,4,Bacteria,-0.094400838,3.7229057332696e-06,-0.045870454,0.000692353810574233,-0.038368697,0.00139210830370507,0,0.000593075679691687,-0.002176118,0.000493563218422202,0.005420067,0.0158374731447331,,,0.116483268,0.00714356963430771,,,-0.333204768,0.00131341579904809,0.750221674,0.012428946519997,,,,,
3,20,Differential responses of soil bacteria and fungi to altered precipitation in a meadow steppe,GEODERMA,2021,Soil Microbial Responses to Precipitation and its Regulation of the Nitrogen Cycle in Songnen Meadow Steppe PhD thesis,Northeast Normal University,2020,The Responses and Mechanisms of Ecosystem Carbon Cycle to Precipitation Variation in Songnen Leymus chinensis Meadow PhD thesis,Northeast Normal University,2022,Field,China,44.7,123.76,155,6.3,430,0.33,Dryland,20,53.1,26.9,5.52,0.83,6.65060241,9.63,Grassland,0_10,A,P-,1,A,50,C,4,4,Bacteria,-0.125249672,2.873465460831e-06,-0.036728694,0.000635576064222657,-0.187797432,0.00212923213806072,-0.003120127,0.000811439573945215,0.015577363,0.000484935758898056,-0.098939948,0.0165328712455367,,,0.065009562,0.00341475128774026,,,-0.480747295,0.00086732923139562,-0.062811716,0.0157276715096136,,,,,
3,21,Differential responses of soil bacteria and fungi to altered precipitation in a meadow steppe,GEODERMA,2021,"Microbial network structure, not plant and microbial community diversity, regulates multifunctionality under increased precipitation in a cold steppe",FRONTIERS IN MICROBIOLOGY,2024,The Responses and Mechanisms of Ecosystem Carbon Cycle to Precipitation Variation in Songnen Leymus chinensis Meadow PhD thesis,Northeast Normal University,2022,Field,China,44.7,123.76,155,6.3,430,0.33,Dryland,20,53.1,26.9,6.54,0.9,7.266666667,9.93,Grassland,0_10,A,P+,2,B,30,B,4,4,Bacteria,-0.003485522,2.31426494532654e-06,-0.012096922,0.000204490477308086,0.214254666,0.0031686905996834,-0.011139356,0.000306529263267384,-0.00413542,0.000571953922861933,0.060804494,0.00993917202420796,-0.424010032,0.000720409984853569,,,,,-0.062899507,0.000395171591534667,,,,,,,
3,22,Differential responses of soil bacteria and fungi to altered precipitation in a meadow steppe,GEODERMA,2021,"Microbial network structure, not plant and microbial community diversity, regulates multifunctionality under increased precipitation in a cold steppe",FRONTIERS IN MICROBIOLOGY,2024,The Responses and Mechanisms of Ecosystem Carbon Cycle to Precipitation Variation in Songnen Leymus chinensis Meadow PhD thesis,Northeast Normal University,2022,Field,China,44.7,123.76,155,6.3,430,0.33,Dryland,20,53.1,26.9,6.54,0.9,7.266666667,9.93,Grassland,0_10,A,P+,2,B,50,C,4,4,Bacteria,-0.030252781,2.801173395277e-06,-0.00401607,0.000252622375709407,0.328858539,0.00340962038668729,-0.005047966,0.000612605283699008,0.010391134,0.00042394677380432,0.168464522,0.0105028126616058,0.262770772,0.000403883488529344,,,,,-0.709030856,0.000336117870357282,,,,,,,
3,23,Differential responses of soil bacteria and fungi to altered precipitation in a meadow steppe,GEODERMA,2021,Soil Microbial Responses to Precipitation and its Regulation of the Nitrogen Cycle in Songnen Meadow Steppe PhD thesis,Northeast Normal University,2020,The Responses and Mechanisms of Ecosystem Carbon Cycle to Precipitation Variation in Songnen Leymus chinensis Meadow PhD thesis,Northeast Normal University,2022,Field,China,44.7,123.76,155,6.3,430,0.33,Dryland,20,53.1,26.9,6.54,0.9,7.266666667,9.93,Grassland,0_10,A,P-,2,B,30,B,4,4,Bacteria,-0.011805781,1.55175431967588e-06,-0.00401607,0.000202016932183057,-0.357939461,0.0054517998882138,-0.009104767,0.000461025856344105,0.016386259,0.000491212562042034,-0.031058397,0.00898928408456057,,,-0.014761811,0.0161071686730029,,,0.098246774,0.000322837734305213,-0.035259547,0.000904056626449721,,,,,
3,24,Differential responses of soil bacteria and fungi to altered precipitation in a meadow steppe,GEODERMA,2021,Soil Microbial Responses to Precipitation and its Regulation of the Nitrogen Cycle in Songnen Meadow Steppe PhD thesis,Northeast Normal University,2020,The Responses and Mechanisms of Ecosystem Carbon Cycle to Precipitation Variation in Songnen Leymus chinensis Meadow PhD thesis,Northeast Normal University,2022,Field,China,44.7,123.76,155,6.3,430,0.33,Dryland,20,53.1,26.9,6.54,0.9,7.266666667,9.93,Grassland,0_10,A,P-,2,B,50,C,4,4,Bacteria,-0.023754667,1.97204942123605e-06,-0.007038742,0.000406586683811078,-0.507878405,0.00350821619838491,-0.005047966,0.00045893943111988,0.026493529,0.000419874220594722,-0.121804874,0.0172406110838529,,,-0.050425595,0.0151230018163375,,,0.151384756,0.000307427117628275,-0.29263279,0.00165408314975377,,,,,
3,25,Differential responses of soil bacteria and fungi to altered precipitation in a meadow steppe,GEODERMA,2021,"Microbial network structure, not plant and microbial community diversity, regulates multifunctionality under increased precipitation in a cold steppe",FRONTIERS IN MICROBIOLOGY,2024,The Responses and Mechanisms of Ecosystem Carbon Cycle to Precipitation Variation in Songnen Leymus chinensis Meadow PhD thesis,Northeast Normal University,2022,Field,China,44.7,123.76,155,6.3,430,0.33,Dryland,20,53.1,26.9,5.52,0.83,6.65060241,9.63,Grassland,0_10,A,P+,1,A,30,B,4,4,Fungi,-0.013923525,0.000118843329167332,0.092781733,0.00700164293681667,0.067428576,0.0011079601777033,0.00724266,0.000802536676601065,-0.01124724,0.000581708592321642,0.163424317,0.0165802085236432,0.036083513,0.000197887743090396,,,,,-0.289522955,0.000547933099100295,,,,,,,
3,26,Differential responses of soil bacteria and fungi to altered precipitation in a meadow steppe,GEODERMA,2021,"Microbial network structure, not plant and microbial community diversity, regulates multifunctionality under increased precipitation in a cold steppe",FRONTIERS IN MICROBIOLOGY,2024,The Responses and Mechanisms of Ecosystem Carbon Cycle to Precipitation Variation in Songnen Leymus chinensis Meadow PhD thesis,Northeast Normal University,2022,Field,China,44.7,123.76,155,6.3,430,0.33,Dryland,20,53.1,26.9,5.52,0.83,6.65060241,9.63,Grassland,0_10,A,P+,1,A,50,C,4,4,Fungi,-0.282962922,0.000136092511593439,-0.149531734,0.0130502527789019,0.193904987,0.00112354932338809,-0.013591427,0.00104223174076577,0.010854005,0.000487201290347264,0.183226944,0.0138790171293456,-0.114875335,0.000346053158740341,,,,,-0.803840342,0.00111677199996445,,,,,,,
3,27,Differential responses of soil bacteria and fungi to altered precipitation in a meadow steppe,GEODERMA,2021,Soil Microbial Responses to Precipitation and its Regulation of the Nitrogen Cycle in Songnen Meadow Steppe PhD thesis,Northeast Normal University,2020,The Responses and Mechanisms of Ecosystem Carbon Cycle to Precipitation Variation in Songnen Leymus chinensis Meadow PhD thesis,Northeast Normal University,2022,Field,China,44.7,123.76,155,6.3,430,0.33,Dryland,20,53.1,26.9,5.52,0.83,6.65060241,9.63,Grassland,0_10,A,P-,1,A,30,B,4,4,Fungi,-0.056887332,0.00010891984736866,-0.033542421,0.00802483477534761,-0.038368697,0.00139210830370507,0,0.000593075679691687,-0.002176118,0.000493563218422202,0.005420067,0.0158374731447331,,,0.116483268,0.00714356963430771,,,-0.333204768,0.00131341579904809,0.750221674,0.012428946519997,,,,,
3,28,Differential responses of soil bacteria and fungi to altered precipitation in a meadow steppe,GEODERMA,2021,Soil Microbial Responses to Precipitation and its Regulation of the Nitrogen Cycle in Songnen Meadow Steppe PhD thesis,Northeast Normal University,2020,The Responses and Mechanisms of Ecosystem Carbon Cycle to Precipitation Variation in Songnen Leymus chinensis Meadow PhD thesis,Northeast Normal University,2022,Field,China,44.7,123.76,155,6.3,430,0.33,Dryland,20,53.1,26.9,5.52,0.83,6.65060241,9.63,Grassland,0_10,A,P-,1,A,50,C,4,4,Fungi,-0.132875652,0.000178794094421137,-0.017513582,0.00965015362948265,-0.187797432,0.00212923213806072,-0.003120127,0.000811439573945215,0.015577363,0.000484935758898056,-0.098939948,0.0165328712455367,,,0.065009562,0.00341475128774026,,,-0.480747295,0.00086732923139562,-0.062811716,0.0157276715096136,,,,,
3,29,Differential responses of soil bacteria and fungi to altered precipitation in a meadow steppe,GEODERMA,2021,"Microbial network structure, not plant and microbial community diversity, regulates multifunctionality under increased precipitation in a cold steppe",FRONTIERS IN MICROBIOLOGY,2024,The Responses and Mechanisms of Ecosystem Carbon Cycle to Precipitation Variation in Songnen Leymus chinensis Meadow PhD thesis,Northeast Normal University,2022,Field,China,44.7,123.76,155,6.3,430,0.33,Dryland,20,53.1,26.9,6.54,0.9,7.266666667,9.93,Grassland,0_10,A,P+,2,B,30,B,4,4,Fungi,0.079788036,1.90684903625794e-05,0.016832838,0.00242567341845198,0.214254666,0.0031686905996834,-0.011139356,0.000306529263267384,-0.00413542,0.000571953922861933,0.060804494,0.00993917202420796,-0.424010032,0.000720409984853569,,,,,-0.062899507,0.000395171591534667,,,,,,,
3,30,Differential responses of soil bacteria and fungi to altered precipitation in a meadow steppe,GEODERMA,2021,"Microbial network structure, not plant and microbial community diversity, regulates multifunctionality under increased precipitation in a cold steppe",FRONTIERS IN MICROBIOLOGY,2024,The Responses and Mechanisms of Ecosystem Carbon Cycle to Precipitation Variation in Songnen Leymus chinensis Meadow PhD thesis,Northeast Normal University,2022,Field,China,44.7,123.76,155,6.3,430,0.33,Dryland,20,53.1,26.9,6.54,0.9,7.266666667,9.93,Grassland,0_10,A,P+,2,B,50,C,4,4,Fungi,-0.065200802,1.40680728710863e-05,0.006153866,0.0020024238263954,0.328858539,0.00340962038668729,-0.005047966,0.000612605283699008,0.010391134,0.00042394677380432,0.168464522,0.0105028126616058,0.262770772,0.000403883488529344,,,,,-0.709030856,0.000336117870357282,,,,,,,
3,31,Differential responses of soil bacteria and fungi to altered precipitation in a meadow steppe,GEODERMA,2021,Soil Microbial Responses to Precipitation and its Regulation of the Nitrogen Cycle in Songnen Meadow Steppe PhD thesis,Northeast Normal University,2020,The Responses and Mechanisms of Ecosystem Carbon Cycle to Precipitation Variation in Songnen Leymus chinensis Meadow PhD thesis,Northeast Normal University,2022,Field,China,44.7,123.76,155,6.3,430,0.33,Dryland,20,53.1,26.9,6.54,0.9,7.266666667,9.93,Grassland,0_10,A,P-,2,B,30,B,4,4,Fungi,0.019740657,2.33025340693063e-05,-0.02975944,0.00200743040913565,-0.357939461,0.0054517998882138,-0.009104767,0.000461025856344105,0.016386259,0.000491212562042034,-0.031058397,0.00898928408456057,,,-0.014761811,0.0161071686730029,,,0.098246774,0.000322837734305213,-0.035259547,0.000904056626449721,,,,,
3,32,Differential responses of soil bacteria and fungi to altered precipitation in a meadow steppe,GEODERMA,2021,Soil Microbial Responses to Precipitation and its Regulation of the Nitrogen Cycle in Songnen Meadow Steppe PhD thesis,Northeast Normal University,2020,The Responses and Mechanisms of Ecosystem Carbon Cycle to Precipitation Variation in Songnen Leymus chinensis Meadow PhD thesis,Northeast Normal University,2022,Field,China,44.7,123.76,155,6.3,430,0.33,Dryland,20,53.1,26.9,6.54,0.9,7.266666667,9.93,Grassland,0_10,A,P-,2,B,50,C,4,4,Fungi,0.013203642,2.95482497838881e-05,-0.01242252,0.00133678248480605,-0.507878405,0.00350821619838491,-0.005047966,0.00045893943111988,0.026493529,0.000419874220594722,-0.121804874,0.0172406110838529,,,-0.050425595,0.0151230018163375,,,0.151384756,0.000307427117628275,-0.29263279,0.00165408314975377,,,,,
4,33,Differential seasonal effects of water addition and nitrogen fertilization on microbial biomass and diversity in a temperate desert,CATENA,2018,Divergent responses of soil microbial communities to water and nitrogen addition in a temperate desert,GEODERMA,2015,No synergistic effects of water and nitrogen addition on soil microbial communities and soil respiration in a temperate desert,CATENA,2016,Field,China,44.28,87.93,477,6.6,160,0.1131,Dryland,36,16.2,47.8,17.9,1.85,9.675675676,9.5,Desert,0_5,A,P+,2,B,30,B,6,6,Bacteria,,,0.069409451,0.00414137820046282,0.227338943,0.00828124910719215,0.0104713,0.000866543471709244,,,,,0.686445384,0.000863377542436975,,,,,0.354545018,5.60496908039682e-05,0.648249478,0.000688477434035369,-1.146176764,1.10646235085201,-0.032175499,1.23238060997575,NMDS
4,34,Differential seasonal effects of water addition and nitrogen fertilization on microbial biomass and diversity in a temperate desert,CATENA,2018,Divergent responses of soil microbial communities to water and nitrogen addition in a temperate desert,GEODERMA,2015,No synergistic effects of water and nitrogen addition on soil microbial communities and soil respiration in a temperate desert,CATENA,2016,Field,China,44.28,87.93,477,6.6,160,0.1131,Dryland,36,16.2,47.8,17.9,1.85,9.675675676,9.5,Desert,0_5,A,P+,2,B,30,B,6,6,Fungi,,,-0.025595547,0.0042411691483163,0.227338943,0.00828124910719215,0.0104713,0.000866543471709244,,,,,0.686445384,0.000863377542436975,,,,,0.354545018,5.60496908039682e-05,0.648249478,0.000688477434035369,0.306266424,0.435397337941599,-0.145436706,0.511576156934175,NMDS
5,35,"Response of soil chemical properties, enzyme activities and microbial communities to biochar application and climate change in a Mediterranean agroecosystem",GEODERMA,2022,,,,,,,Field,Spain,40.32,-3.48,537,14,436,0.2568,Dryland,24.5,36.3,39.2,12.61,1.14,11.06140351,8.73,Cropland,0_15,A,P-,2,B,30,B,4,4,Bacteria,-0.18097105,5.3434835611977e-05,-0.003827716,0.000740726451366561,,,0.014781395,0.00110478570779579,,,0.066716956,0.00521597238627757,,,,,0.011560822,0.00482423074221578,,,,,-0.290548018,1.95237558089592,-0.042802379,1.80856507906156,NMDS
5,36,"Response of soil chemical properties, enzyme activities and microbial communities to biochar application and climate change in a Mediterranean agroecosystem",GEODERMA,2022,,,,,,,Field,Spain,40.32,-3.48,537,14,436,0.2568,Dryland,24.5,36.3,39.2,12.61,1.14,11.06140351,8.73,Cropland,0_15,A,P-,2,B,30,B,4,4,Fungi,-0.158522867,0.000903853311233254,-0.123794217,0.0173332803224415,,,0.014781395,0.00110478570779579,,,0.066716956,0.00521597238627757,,,,,0.011560822,0.00482423074221578,,,,,0.214118833,1.34909200547053,-0.110814467,1.50391609622389,NMDS
6,37,Contrasting relationships between plant-soil microbial diversity are driven by geographic and experimental precipitation changes,SCIENCE OF THE TOTAL ENVIRONMENT,2023,,,,,,,Field,China,41.42,106.97,1665,5.3,151,0.0963,Dryland,15.2,46,38.8,6.95,1.24,5.60483871,8,Grassland,0_10,A,P+,3,B,60,D,6,6,Bacteria,0.084107927,1.73115331435647e-05,,,,,,,,,,,,,,,,,,,,,,,,,
6,38,Contrasting relationships between plant-soil microbial diversity are driven by geographic and experimental precipitation changes,SCIENCE OF THE TOTAL ENVIRONMENT,2023,,,,,,,Field,China,41.42,106.97,1665,5.3,151,0.0963,Dryland,15.2,46,38.8,6.95,1.24,5.60483871,8,Grassland,0_10,A,P+,3,B,40,C,6,6,Bacteria,0.131983994,1.08519981740216e-05,,,,,,,,,,,,,,,,,,,,,,,,,
6,39,Contrasting relationships between plant-soil microbial diversity are driven by geographic and experimental precipitation changes,SCIENCE OF THE TOTAL ENVIRONMENT,2023,,,,,,,Field,China,41.42,106.97,1665,5.3,151,0.0963,Dryland,15.2,46,38.8,6.95,1.24,5.60483871,8,Grassland,0_10,A,P+,3,B,20,A,6,6,Bacteria,0.108551112,1.21174608871127e-05,,,,,,,,,,,,,,,,,,,,,,,,,
